id,Predicted
17820,7761.15796
17821,5305.74363
17822,7884.56772
17823,5791.45673
17824,7004.01554
17825,5150.94289
17826,6146.83152
17827,5695.56442
17828,6948.2288
17829,5831.7066
17830,6540.10545
17831,6524.29532
17832,5948.11447
17833,7340.46077
17834,4870.62537
17835,7163.9441
17836,8671.71681
17837,7575.80124
17838,7181.42522
17839,3948.98691
17840,6673.304
17841,6860.39643
17842,5932.23909
17843,6591.78118
17844,5945.89951
17845,8007.20621
17846,7298.0026
17847,5154.97591
17848,4710.85865
17849,5535.05665
17850,7399.87589
17851,7150.9817
17852,7028.6735
17853,7107.60976
17854,6708.24129
17855,8743.52098
17856,4340.82151
17857,7267.28344
17858,4320.87416
17859,6528.79888
17860,5781.85965
17861,7675.96352
17862,4100.75917
17863,7152.13259
17864,4947.60566
17865,7290.10652
17866,5971.39402
17867,8538.462
17868,8743.52098
17869,5246.52146
17870,5393.56434
17871,5313.37828
17872,5205.3203
17873,5330.63134
17874,3826.17226
17875,1945.53061
17876,6860.39643
17877,7417.81497
17878,6757.07366
17879,7570.60862
17880,5128.16351
17881,5492.81699
17882,5942.42162
17883,7293.53617
17884,7317.95104
17885,5596.22636
17886,7903.51351
17887,8157.23694
17888,5695.56442
17889,6731.61844
17890,6575.59267
17891,6919.34518
17892,5498.43844
17893,5455.11891
17894,6299.22636
17895,7381.97333
17896,6564.9583
17897,3923.90628
17898,6461.67087
17899,4045.47966
17900,6097.44285
17901,7103.50894
17902,3447.0821
17903,5291.89688
17904,4393.52743
17905,5643.36045
17906,7565.21124
17907,3937.91539
17908,7270.31832
17909,6150.84205
17910,5898.01573
17911,7297.7321
17912,5399.86113
17913,4813.45285
17914,5920.48718
17915,6115.94707
17916,5830.48855
17917,7532.82953
17918,5203.87681
17919,3269.27176
17920,6400.02221
17921,4888.50303
17922,6643.9019
17923,7570.60862
17924,7284.81478
17925,4203.02762
17926,6093.31527
17927,6255.89064
17928,5946.15842
17929,6620.09877
17930,4045.47966
17931,5718.40817
17932,4179.18592
17933,6846.00686
17934,7548.34706
17935,7267.28344
17936,6503.27204
17937,5329.2632
17938,7117.95038
17939,2625.26916
17940,5741.2103
17941,7243.22611
17942,5402.48408
17943,5647.71226
17944,2825.00374
17945,2825.00374
17946,3866.79896
17947,5575.39447
17948,7517.44077
17949,5932.23909
17950,5755.70016
17951,8254.12654
17952,4745.46028
17953,7835.76779
17954,6400.02221
17955,5085.84473
17956,7174.6649
17957,5605.221
17958,5882.96562
17959,6150.84205
17960,5718.40817
17961,4310.6254
17962,7044.56761
17963,7284.81478
17964,5124.8549
17965,6528.79888
17966,4290.96488
17967,8538.462
17968,6795.88187
17969,6071.2289
17970,6645.56998
17971,7835.76779
17972,5722.57676
17973,3941.25512
17974,4920.13663
17975,4057.55521
17976,6994.24801
17977,7963.93931
17978,5498.58395
17979,5236.03334
17980,4808.60902
17981,6752.17704
17982,5945.89951
17983,4350.42467
17984,7617.39589
17985,6960.10751
17986,6574.18247
17987,6292.96076
17988,5217.13976
17989,5498.58395
17990,6683.20061
17991,4575.76991
17992,6422.92209
17993,5291.89688
17994,7159.33666
17995,7007.66825
17996,4684.89321
17997,5503.09583
17998,7298.0026
17999,3804.61017
18000,7639.54789
18001,4068.35066
18002,3502.0829199999994
18003,7004.01554
18004,4696.44394
18005,7637.63338
18006,5919.43076
18007,7628.6476
18008,4010.55215
18009,7628.6476
18010,4232.76231
18011,3396.72989
18012,3822.98167
18013,6687.25926
18014,6491.22353
18015,4340.82151
18016,6717.44627
18017,7907.24067
18018,4684.89321
18019,4574.81387
18020,5791.45673
18021,3923.90628
18022,6226.28514
18023,7163.9441
18024,5345.99106
18025,4936.10558
18026,6306.55062
18027,3447.0821
18028,2946.92602
18029,6583.45789
18030,7888.41493
18031,7080.04004
18032,5178.27031
18033,6795.88187
18034,5200.57849
18035,7416.70776
18036,8655.67644
18037,7945.18784
18038,7127.16457
18039,6564.9583
18040,6097.44285
18041,7024.74836
18042,7558.00588
18043,5566.52275
18044,5882.96562
18045,4218.32799
18046,5566.52275
18047,3804.61017
18048,5864.12845
18049,5154.97591
18050,4201.43596
18051,6731.61844
18052,4968.60117
18053,2825.00374
18054,7230.1325
18055,7907.24067
18056,6451.10052
18057,5544.62172
18058,5330.63134
18059,6443.2569
18060,3496.35236
18061,6107.38247
18062,5946.15842
18063,6731.71221
18064,8655.67644
18065,7617.39589
18066,6673.304
18067,3385.148
18068,5791.45673
18069,7122.49056
18070,5329.2632
18071,7293.53617
18072,5639.4452
18073,6097.44285
18074,4575.76991
18075,7556.10991
18076,4340.82151
18077,5831.7066
18078,5781.85965
18079,8211.0795
18080,6539.11085
18081,3631.90544
18082,7732.22522
18083,3373.43684
18084,8652.04334
18085,4179.18592
18086,4278.76321
18087,7457.50606
18088,4350.42467
18089,6880.7759
18090,4336.10096
18091,6569.24967
18092,6752.17704
18093,4700.57615
18094,3998.05416
18095,3826.17226
18096,3828.16556
18097,4737.63925
18098,6244.19576
18099,7428.83442
18100,4808.60902
18101,4218.32799
18102,8743.52098
18103,3322.9462
18104,8134.72655
18105,5296.61109
18106,6754.44894
18107,5946.05226
18108,6836.39728
18109,5154.97591
18110,6131.30938
18111,5718.40817
18112,7107.60976
18113,4584.45355
18114,6598.85404
18115,4323.93099
18116,8671.71681
18117,7024.74836
18118,7399.87589
18119,5628.8828
18120,5178.27031
18121,6482.70572
18122,4999.15621
18123,7322.60914
18124,6202.32702
18125,6574.18247
18126,4350.42467
18127,4350.42467
18128,7903.51351
18129,3720.71159
18130,5016.74159
18131,7284.81478
18132,6998.37875
18133,5192.88315
18134,7903.51351
18135,6848.62622
18136,7301.10622
18137,5628.71053
18138,3496.35236
18139,7235.77564
18140,4696.44394
18141,7103.50894
18142,7765.25632
18143,5033.68556
18144,7440.71201
18145,6255.89064
18146,6274.93484
18147,6292.96076
18148,5393.56434
18149,6098.11317
18150,7236.09025
18151,4710.85865
18152,6747.59779
18153,6687.25926
18154,3834.5748
18155,8013.62631
18156,6747.59779
18157,4888.50303
18158,5628.8828
18159,8175.45619
18160,7303.58812
18161,6482.70572
18162,6520.8976
18163,4232.76231
18164,6903.87339
18165,4228.81888
18166,4016.3616
18167,7174.6649
18168,5898.01573
18169,5971.39402
18170,5628.8828
18171,7765.25632
18172,6443.2569
18173,4203.02762
18174,8104.93497
18175,5534.80494
18176,7963.93931
18177,7963.93931
18178,5637.9843
18179,5945.89951
18180,8357.06722
18181,7637.63338
18182,7172.43501
18183,5686.12196
18184,5834.98164
18185,6717.44627
18186,3511.5379
18187,8134.72655
18188,6079.08526
18189,5628.8828
18190,3276.36206
18191,5199.79211
18192,7399.87589
18193,4010.55215
18194,8671.71681
18195,5739.92493
18196,5330.63134
18197,6239.53349
18198,6251.61184
18199,8064.73881
18200,8247.52116
18201,5830.48855
18202,5534.80494
18203,8652.04334
18204,5446.69747
18205,1945.53061
18206,7829.47294
18207,7215.40971
18208,7570.60862
18209,6770.23332
18210,6190.66597
18211,5086.60991
18212,4999.15621
18213,4584.45355
18214,6276.41054
18215,3822.98167
18216,5524.14541
18217,7555.17159
18218,5046.45734
18219,8969.40184
18220,3385.148
18221,8157.23694
18222,6461.67087
18223,4433.53697
18224,6376.66256
18225,5330.63134
18226,6394.07791
18227,4163.82304
18228,5377.27086
18229,5236.03334
18230,6747.59779
18231,5772.91016
18232,6529.98232
18233,7340.46077
18234,7423.46988
18235,4858.24073
18236,7554.4683
18237,3276.36206
18238,5686.12196
18239,5322.84043
18240,4850.03746
18241,4696.44394
18242,6320.96112
18243,4062.73953
18244,5695.56442
18245,4999.15621
18246,6870.34212
18247,4387.74185
18248,5552.72387
18249,4248.35505
18250,7825.87492
18251,5217.13976
18252,7884.56772
18253,7998.35059
18254,4179.18592
18255,8562.37077
18256,6575.59267
18257,8538.462
18258,6255.89064
18259,7357.3589
18260,7162.43364
18261,5402.48408
18262,5016.74159
18263,6628.76363
18264,4045.47966
18265,4568.67217
18266,4503.16186
18267,6328.89332
18268,7963.93931
18269,7907.24067
18270,5199.53404
18271,6019.26248
18272,5330.06203
18273,7738.88171
18274,5741.31418
18275,5675.72149
18276,3631.90544
18277,7715.81088
18278,7564.77493
18279,7317.95104
18280,5033.68556
18281,4112.89349
18282,8284.85461
18283,8298.20697
18284,4830.95981
18285,7071.83395
18286,7998.35059
18287,6645.56998
18288,7935.09476
18289,7510.79057
18290,7517.44077
18291,5393.56434
18292,8489.69192
18293,6521.29112
18294,6155.89609
18295,4234.86859
18296,6276.41054
18297,6615.69006
18298,6870.34212
18299,3680.56025
18300,7963.93931
18301,4913.22292
18302,5772.91016
18303,5205.3203
18304,6619.84695
18305,6500.09778
18306,6691.04322
18307,3182.69865
18308,5482.0813
18309,4057.55521
18310,5449.4212
18311,7532.82953
18312,5033.68556
18313,6621.25081
18314,6493.25828
18315,7284.81478
18316,3385.148
18317,6370.89887
18318,8109.2305
18319,4926.27902
18320,7198.42285
18321,4740.01505
18322,5718.40817
18323,6107.38247
18324,7588.36096
18325,5330.36931
18326,7793.44206
18327,7895.0208
18328,8318.79889
18329,4808.60902
18330,5741.31418
18331,3519.43131
18332,7400.77538
18333,5453.99382
18334,5942.42162
18335,4947.60566
18336,7441.50942
18337,7163.9441
18338,5867.99722
18339,3049.39771
18340,5665.2196
18341,6524.29532
18342,4924.35736
18343,3501.17992
18344,7675.96352
18345,4357.82292
18346,6097.44285
18347,4079.91244
18348,5715.0084
18349,6107.38247
18350,5534.80494
18351,7963.93931
18352,7457.50606
18353,5225.16307
18354,4590.82334
18355,4200.97375
18356,5322.84043
18357,5403.69852
18358,5388.50369
18359,6702.78038
18360,3631.90544
18361,3387.78516
18362,4503.16186
18363,5746.77703
18364,6554.97686
18365,8413.65966
18366,5524.14541
18367,5675.72149
18368,6747.59779
18369,5154.97591
18370,4999.15621
18371,5033.68556
18372,8357.06722
18373,7483.73632
18374,5637.9843
18375,7479.93417
18376,4899.11899
18377,7041.38018
18378,6574.18247
18379,6717.44627
18380,6515.26145
18381,6376.66256
18382,7565.21124
18383,7425.75194
18384,6394.07791
18385,4737.63925
18386,5217.13976
18387,3826.17226
18388,6960.10751
18389,4769.31827
18390,6260.47363
18391,5750.88107
18392,4162.76156
18393,7667.83619
18394,6107.38247
18395,3049.2603200000003
18396,4418.44126
18397,3968.33018
18398,4587.38557
18399,7013.00281
18400,6543.97182
18401,3494.94296
18402,5817.18527
18403,5453.99382
18404,8134.72655
18405,5061.72061
18406,7907.24067
18407,6578.23522
18408,6626.8515
18409,5741.2103
18410,7241.37053
18411,6521.29112
18412,7235.77564
18413,7071.83395
18414,5221.35741
18415,6465.37205
18416,7897.9319
18417,4769.31827
18418,4546.78674
18419,5388.50369
18420,7575.80124
18421,6024.94599
18422,6822.97163
18423,6189.7798
18424,4068.35066
18425,6578.23522
18426,7660.88604
18427,7241.37053
18428,6226.28514
18429,7181.42522
18430,6836.39728
18431,5205.3203
18432,5333.97357
18433,6150.84205
18434,5831.7066
18435,6263.80788
18436,7117.95038
18437,5305.74363
18438,5403.69852
18439,5246.52146
18440,6189.7798
18441,5755.70016
18442,6392.35667
18443,5492.81699
18444,7297.7321
18445,4234.86859
18446,4340.82151
18447,8086.38881
18448,6189.7798
18449,7532.82953
18450,8307.38018
18451,6836.39728
18452,6392.35667
18453,8298.20697
18454,8489.69192
18455,3712.99786
18456,4745.46028
18457,4234.86859
18458,7028.6735
18459,6795.88187
18460,6717.44627
18461,7297.7321
18462,3834.5748
18463,6335.29639
18464,4574.81387
18465,5636.30874
18466,5005.32997
18467,5009.96222
18468,7428.83442
18469,4010.55215
18470,6132.99793
18471,6125.69538
18472,6015.22456
18473,6249.47082
18474,3387.78516
18475,4905.49871
18476,6673.304
18477,4228.81888
18478,6189.7798
18479,7541.6674
18480,7608.62182
18481,5004.15434
18482,4858.24073
18483,7243.22611
18484,5696.02606
18485,4503.16186
18486,6521.29112
18487,5524.14541
18488,4899.11899
18489,5864.12845
18490,7738.88171
18491,5501.8780799999995
18492,8408.38341
18493,6529.98232
18494,5665.2196
18495,5964.79111
18496,7159.33666
18497,6540.10545
18498,5575.39447
18499,4200.97375
18500,7483.73632
18501,7024.74836
18502,5596.22636
18503,4200.97375
18504,6594.0446
18505,6836.39728
18506,5234.74696
18507,5747.56017
18508,5971.39402
18509,5291.89688
18510,5746.77703
18511,4248.35505
18512,7406.90248
18513,8634.77583
18514,5217.13976
18515,6072.83443
18516,6979.32479
18517,7267.28344
18518,6799.72918
18519,6320.23893
18520,4802.6043
18521,8634.77583
18522,6702.78038
18523,6475.89456
18524,7884.56772
18525,5018.45303
18526,7455.41638
18527,4178.77206
18528,4079.91244
18529,4062.73953
18530,4010.55215
18531,5347.71894
18532,7400.77538
18533,7297.7321
18534,5501.87808
18535,6564.9583
18536,3322.9462
18537,7529.17505
18538,8134.72655
18539,6182.75087
18540,8465.88563
18541,4905.49871
18542,6482.70572
18543,5503.09583
18544,7284.81478
18545,5566.52275
18546,6578.23522
18547,5970.68186
18548,6493.63712
18549,7829.514
18550,5946.15842
18551,4936.01177
18552,5645.14663
18553,5684.14351
18554,5602.02293
18555,8284.85461
18556,5948.11447
18557,7914.17118
18558,7924.51678
18559,6260.47363
18560,3494.94296
18561,6132.99793
18562,5828.73212
18563,5136.93247
18564,7667.83619
18565,8086.38881
18566,6236.70711
18567,8007.20621
18568,2605.69676
18569,6986.80996
18570,6188.47714
18571,7637.63338
18572,5501.87808
18573,5524.14541
18574,7617.39589
18575,7215.40971
18576,7369.68559
18577,7284.81478
18578,6564.9583
18579,5018.45303
18580,6376.66256
18581,7230.1325
18582,4387.74185
18583,6998.37875
18584,5402.48408
18585,5945.89951
18586,6327.00807
18587,5217.13976
18588,6020.87569
18589,5628.8828
18590,6249.47082
18591,7080.04004
18592,6514.63899
18593,6696.23571
18594,4789.59697
18595,7284.81478
18596,7628.6476
18597,5529.06614
18598,7510.79057
18599,7570.48492
18600,4179.18592
18601,7536.09687
18602,5566.52275
18603,5834.98164
18604,5862.80545
18605,4062.73953
18606,7298.0026
18607,7231.02778
18608,7529.17505
18609,8357.06722
18610,6870.34212
18611,4045.47966
18612,1945.53061
18613,3837.51296
18614,7004.01554
18615,5811.21147
18616,4673.38052
18617,5063.85109
18618,6822.97163
18619,4913.22292
18620,6707.59259
18621,3501.17992
18622,3387.78516
18623,6628.76363
18624,5777.3754
18625,4179.18592
18626,7441.50942
18627,7626.61733
18628,6645.56998
18629,7604.31584
18630,6860.39643
18631,5636.30874
18632,6846.00686
18633,7576.39253
18634,5996.07855
18635,5178.27031
18636,6037.68613
18637,5527.42503
18638,4278.76321
18639,4572.12637
18640,5686.12196
18641,6244.19576
18642,3900.34404
18643,3895.62684
18644,6335.29639
18645,7440.71201
18646,5291.89688
18647,6643.9019
18648,6520.8976
18649,7793.44206
18650,3826.17226
18651,5735.13303
18652,5330.06203
18653,7564.77493
18654,7443.62446
18655,8166.59786
18656,6806.49269
18657,5217.13976
18658,7479.93417
18659,6020.87569
18660,5696.02606
18661,5911.49359
18662,3049.26032
18663,4789.59697
18664,5695.56442
18665,7322.60914
18666,7236.09025
18667,2688.02883
18668,6752.01695
18669,6301.03442
18670,6594.0446
18671,5501.87808
18672,4705.62653
18673,5934.01088
18674,4968.60117
18675,6770.23332
18676,7858.68558
18677,6071.2289
18678,7778.34916
18679,6795.88187
18680,3901.98955
18681,5728.74828
18682,4968.60117
18683,6994.24801
18684,5942.42162
18685,5914.16491
18686,6189.7798
18687,2452.68075
18688,5755.70016
18689,8007.20621
18690,7107.60976
18691,7400.77538
18692,6671.07264
18693,5221.35741
18694,4179.18592
18695,6347.56076
18696,7765.25632
18697,4930.61903
18698,7617.39589
18699,5061.72061
18700,6392.35667
18701,8357.06722
18702,5498.43844
18703,3804.61017
18704,6826.20873
18705,8013.62631
18706,8408.38341
18707,3385.148
18708,6960.10751
18709,7159.33666
18710,4010.55215
18711,6645.56998
18712,5556.37228
18713,6132.41738
18714,4999.15621
18715,5033.68556
18716,6235.45278
18717,4580.393
18718,6520.8976
18719,6107.38247
18720,7706.88137
18721,5205.3203
18722,5527.42503
18723,6986.80996
18724,2688.02883
18725,8134.72655
18726,7715.81088
18727,2452.68075
18728,5684.14351
18729,6276.41054
18730,3708.20502
18731,6493.63712
18732,7675.96352
18733,8652.04334
18734,5867.99722
18735,6033.77856
18736,5735.13303
18737,5199.53404
18738,6514.63899
18739,5402.48408
18740,6292.42962
18741,6010.76008
18742,7541.6674
18743,7907.24067
18744,5246.52146
18745,7628.6476
18746,6198.06496
18747,6015.22456
18748,7715.81088
18749,6822.97163
18750,6806.49269
18751,4966.77945
18752,7417.81497
18753,7555.17159
18754,6771.67497
18755,5192.88315
18756,8538.462
18757,3900.34404
18758,6493.25828
18759,5439.4215
18760,4936.01177
18761,5665.2196
18762,7162.43364
18763,7933.30235
18764,7570.60862
18765,3900.34404
18766,6958.17479
18767,7557.46014
18768,8621.81568
18769,5381.27266
18770,6292.96076
18771,5741.2103
18772,5428.10602
18773,7608.62182
18774,4710.85865
18775,3941.25512
18776,3923.90628
18777,7044.56761
18778,5945.89951
18779,6072.83443
18780,5948.11447
18781,7267.28344
18782,6480.80815
18783,5377.27086
18784,8538.462
18785,6254.82922
18786,6150.84205
18787,5356.87186
18788,6146.83152
18789,5882.96562
18790,7411.17457
18791,7005.0386
18792,3900.34404
18793,5360.87391
18794,6540.10545
18795,5388.50369
18796,3911.42225
18797,3723.52338
18798,5665.2196
18799,5739.92493
18800,4010.55215
18801,6467.65476
18802,6524.29532
18803,6394.07791
18804,5454.63385
18805,7290.10652
18806,7576.39253
18807,3837.51296
18808,4323.93099
18809,6236.70711
18810,6539.11085
18811,8211.0795
18812,3784.11935
18813,5360.87391
18814,4768.59437
18815,4418.44126
18816,3837.51296
18817,6626.50685
18818,5602.02293
18819,7071.83395
18820,6301.03442
18821,6010.76008
18822,3662.18313
18823,5085.84473
18824,6958.17479
18825,7570.48492
18826,4850.03746
18827,8823.69011
18828,6795.88187
18829,6202.32702
18830,6683.20061
18831,8538.462
18832,5399.86113
18833,4813.45285
18834,6249.47082
18835,8652.04334
18836,3387.78516
18837,5807.00693
18838,6475.89456
18839,4476.81146
18840,3471.19214
18841,7778.34916
18842,6731.71221
18843,5911.49359
18844,7019.69438
18845,4924.35736
18846,4218.32799
18847,5750.88107
18848,7575.80124
18849,6226.28514
18850,5807.00693
18851,7903.51351
18852,3385.148
18853,6318.70872
18854,7357.3589
18855,6279.3385
18856,2379.90521
18857,3900.34404
18858,6320.23893
18859,4936.10558
18860,6687.25926
18861,4051.55129
18862,6292.42962
18863,4387.74185
18864,4858.24073
18865,7441.50942
18866,8413.65966
18867,6155.89609
18868,7557.46014
18869,6801.32393
18870,6920.08427
18871,6422.92209
18872,6615.69006
18873,5867.99722
18874,7425.75194
18875,4357.82292
18876,8254.05731
18877,6335.29639
18878,4460.91457
18879,3502.08292
18880,5837.21503
18881,6870.34212
18882,6638.65649
18883,5552.72387
18884,6958.17479
18885,5128.16351
18886,6394.07791
18887,8655.67644
18888,6836.39728
18889,5916.86224
18890,5449.4212
18891,5686.12196
18892,5649.03716
18893,7044.56761
18894,7861.46538
18895,8064.73881
18896,7829.514
18897,8166.59786
18898,3631.90544
18899,6254.82922
18900,7024.74836
18901,4966.77945
18902,7945.18784
18903,3720.71159
18904,3804.61017
18905,7236.09025
18906,7293.53617
18907,6202.32702
18908,6024.94599
18909,7998.35059
18910,7667.83619
18911,4079.91244
18912,5715.0084
18913,6836.60081
18914,7548.34706
18915,5834.98164
18916,5085.84473
18917,4830.95981
18918,7101.75783
18919,3662.18313
18920,4966.77945
18921,6608.90751
18922,6691.04322
18923,6255.89064
18924,6500.09778
18925,7416.70776
18926,5942.42162
18927,7071.61532
18928,7044.56761
18929,6117.4759
18930,7415.89441
18931,6620.09877
18932,4166.29973
18933,5876.96001
18934,6235.45278
18935,6554.97686
18936,4867.94772
18937,6770.23332
18938,5663.06579
18939,7222.00462
18940,6327.47736
18941,1945.53061
18942,3983.09785
18943,7206.90196
18944,4789.59697
18945,5596.22636
18946,6645.56998
18947,2946.92602
18948,7510.79057
18949,7415.89441
18950,3387.78516
18951,4245.28573
18952,7556.10991
18953,6677.62443
18954,3049.39771
18955,3496.35236
18956,5514.66748
18957,7417.81497
18958,4920.13663
18959,6687.25926
18960,4334.84122
18961,5393.56434
18962,5016.74159
18963,4813.45285
18964,7340.46077
18965,6198.06496
18966,4644.60117
18967,7903.51351
18968,5942.42162
18969,5696.02606
18970,4920.13663
18971,6188.47714
18972,7381.97333
18973,6109.85047
18974,3895.62684
18975,6482.70572
18976,5781.85965
18977,5628.71053
18978,4710.85865
18979,4700.57615
18980,6274.93484
18981,8711.20896
18982,6569.24967
18983,4558.98072
18984,6098.11317
18985,5934.01088
18986,4568.67217
18987,4057.55521
18988,6772.93347
18989,5971.39402
18990,7297.7321
18991,4503.16186
18992,6520.8976
18993,6595.45629
18994,6107.38247
18995,4968.60117
18996,6626.8515
18997,5739.68029
18998,6279.3385
18999,6318.70872
19000,6771.67497
19001,5527.42503
19002,4769.31827
19003,7804.62795
19004,5535.05665
19005,7924.51678
19006,7660.88604
19007,6808.26361
19008,5154.97591
19009,5524.14541
19010,6529.98232
19011,4480.07
19012,4580.393
19013,6691.04322
19014,8086.38881
19015,5791.45673
19016,5632.45917
19017,6687.25926
19018,4924.35736
19019,5675.72149
19020,7903.51351
19021,4480.07
19022,7019.69438
19023,7510.79057
19024,6306.55062
19025,8570.91353
19026,7443.62446
19027,6318.70872
19028,6397.35569
19029,7085.06308
19030,8652.04334
19031,5381.27266
19032,6869.7776
19033,6520.8976
19034,7626.61733
19035,7303.58812
19036,6125.69538
19037,7933.30235
19038,4745.46028
19039,7284.81478
19040,7800.50128
19041,6578.23522
19042,4303.94303
19043,5356.87186
19044,5828.73212
19045,6493.25828
19046,7761.15796
19047,7236.09025
19048,4177.0152
19049,5715.0084
19050,5837.21503
19051,6619.84695
19052,5199.79211
19053,4282.70063
19054,8109.2305
19055,5330.63134
19056,5834.98164
19057,6093.31527
19058,5794.89185
19059,3447.0821
19060,4290.96488
19061,5333.97357
19062,4558.98072
19063,6190.66597
19064,5395.33158
19065,5439.4215
19066,6422.92209
19067,5643.36045
19068,4641.00151
19069,4062.73953
19070,7322.60914
19071,5741.2103
19072,4853.8076
19073,6717.44627
19074,5429.68161
19075,7175.06898
19076,5503.09583
19077,7548.34706
19078,6772.93347
19079,3923.90628
19080,6226.28514
19081,7738.88171
19082,7181.42522
19083,4575.76991
19084,7174.6649
19085,2379.90521
19086,7425.75194
19087,3511.5379
19088,6451.10052
19089,6146.83152
19090,5428.10602
19091,4830.95981
19092,5498.43844
19093,8413.65966
19094,6671.07264
19095,8247.52116
19096,5767.17836
19097,4357.82292
19098,5393.56434
19099,7103.50894
19100,6591.78118
19101,6628.76363
19102,3804.61017
19103,4278.76321
19104,7399.87589
19105,6198.06496
19106,4225.96131
19107,4282.70063
19108,7340.46077
19109,3519.43131
19110,4162.76156
19111,8254.12654
19112,5046.45734
19113,4558.98072
19114,6318.70872
19115,7920.06175
19116,6731.71221
19117,6619.84695
19118,5700.24324
19119,6898.39095
19120,4590.82334
19121,7565.10416
19122,8116.53175
19123,5154.97591
19124,4867.94772
19125,7236.09025
19126,3494.94296
19127,4641.00151
19128,4112.89349
19129,8211.0795
19130,4740.01505
19131,6583.45789
19132,4100.75917
19133,6591.78118
19134,5323.30034
19135,4899.11899
19136,6528.79888
19137,5004.15434
19138,3943.13168
19139,5454.63385
19140,6614.21931
19141,5747.56017
19142,7935.09476
19143,6392.35667
19144,6628.76363
19145,8086.38881
19146,7825.87492
19147,7628.6476
19148,3937.91539
19149,5128.16351
19150,5501.87808
19151,4334.84122
19152,5718.40817
19153,3948.98691
19154,3813.16579
19155,7357.3589
19156,7800.50128
19157,8307.38018
19158,6237.20605
19159,5046.45734
19160,3828.16556
19161,4162.76156
19162,6717.44627
19163,5882.96562
19164,6887.46649
19165,6608.90751
19166,7428.83442
19167,5527.42503
19168,6826.20873
19169,5439.4215
19170,4945.79443
19171,6281.91711
19172,5892.161
19173,8318.79889
19174,5601.20531
19175,5128.16351
19176,5597.02216
19177,5837.21503
19178,3804.61017
19179,4254.82514
19180,4503.16186
19181,7521.71436
19182,7532.82953
19183,5246.52146
19184,5329.2632
19185,6443.2569
19186,4100.75917
19187,6244.19576
19188,6638.65649
19189,5192.88315
19190,6493.47253
19191,3764.31973
19192,7532.82953
19193,6515.26145
19194,6060.64149
19195,4167.45124
19196,5830.48855
19197,6125.69538
19198,7174.6649
19199,5636.30874
19200,5914.16491
19201,5741.31418
19202,4830.95981
19203,6595.45629
19204,7293.53617
19205,5395.33158
19206,2825.00374
19207,6320.23893
19208,5773.62581
19209,6663.00068
19210,8465.88563
19211,7529.17505
19212,3826.17226
19213,5534.80494
19214,7532.82953
19215,4232.76231
19216,6493.25828
19217,5811.21147
19218,3941.25512
19219,5632.45917
19220,5453.99382
19221,7183.10038
19222,5128.16351
19223,7884.56772
19224,6374.4443
19225,5018.45303
19226,6226.28514
19227,7028.6735
19228,5042.64034
19229,6467.65476
19230,6595.45629
19231,3269.27176
19232,5686.12196
19233,8823.69011
19234,3471.19214
19235,8318.79889
19236,6746.4546
19237,4865.39997
19238,7234.25525
19239,8408.38341
19240,7417.81497
19241,6836.39728
19242,6564.9583
19243,6157.05484
19244,1945.53061
19245,6574.18247
19246,6187.95188
19247,4320.87416
19248,4393.52743
19249,5527.42503
19250,5665.2196
19251,5524.14541
19252,6752.17704
19253,6539.11085
19254,7765.25632
19255,5729.56964
19256,6608.90751
19257,7667.83619
19258,7222.00462
19259,5336.97473
19260,5747.56017
19261,6920.08427
19262,4673.38052
19263,7555.17159
19264,5597.02216
19265,4493.64409
19266,7127.16457
19267,4232.76231
19268,5746.77703
19269,4920.13663
19270,4016.3616
19271,5492.81699
19272,6274.93484
19273,6848.62622
19274,4830.95981
19275,6263.80788
19276,3373.43684
19277,6392.35667
19278,6770.23332
19279,7897.9319
19280,3385.36422
19281,5291.89688
19282,8013.62631
19283,8175.45619
19284,3494.94296
19285,6771.72291
19286,6614.21931
19287,5323.30034
19288,7411.17457
19289,5322.84043
19290,5865.38472
19291,8743.52098
19292,6515.26145
19293,4234.86859
19294,7150.9817
19295,6515.26145
19296,5498.43844
19297,7588.36096
19298,7007.66825
19299,5544.62172
19300,2825.00374
19301,5711.85174
19302,4696.44394
19303,6331.86722
19304,5718.40817
19305,6125.69538
19306,8538.462
19307,4888.50303
19308,8109.2305
19309,7715.81088
19310,4323.93099
19311,6263.80788
19312,4281.52619
19313,6708.24129
19314,5684.14351
19315,7903.51351
19316,6412.47345
19317,5934.01088
19318,5867.99722
19319,6422.92209
19320,3519.43131
19321,5538.91301
19322,6187.95188
19323,4228.81888
19324,8173.5891
19325,6125.69538
19326,5347.51393
19327,6019.26248
19328,8254.12654
19329,8652.04334
19330,5333.97357
19331,6132.99793
19332,5086.60991
19333,6397.35569
19334,5794.89185
19335,8318.79889
19336,5971.39402
19337,3496.35236
19338,8318.79889
19339,8263.28974
19340,6117.4759
19341,6696.23571
19342,6821.8081
19343,7230.1325
19344,7236.09025
19345,6239.53349
19346,7174.6649
19347,5715.0084
19348,4905.49871
19349,5643.36045
19350,5695.56442
19351,6870.34212
19352,6060.64149
19353,5970.68186
19354,6131.30938
19355,5791.45673
19356,5864.12845
19357,8489.69192
19358,4936.36477
19359,6514.63899
19360,6467.65476
19361,5767.17836
19362,7897.9319
19363,8562.37077
19364,5602.02293
19365,6846.00686
19366,4813.45285
19367,4493.64409
19368,4696.44394
19369,4999.15621
19370,6958.17479
19371,8134.72655
19372,4125.75712
19373,7267.28344
19374,6614.21931
19375,4899.11899
